job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
1000,w0,delay188,19266.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,20148.655015,188.000000,20336.655015,882.655015,1070.655015,5.694973,0,-1.000000,""
1001,w0,delay209,19441.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,20451.764015,209.000000,20660.764015,1010.764015,1219.764015,5.836191,0,-1.000000,""
1002,w0,delay92914,19536.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,19536.331015,3600.000000,23136.331015,0.331015,3600.331015,1.000092,0,-1.000000,""
1003,w0,delay90778,19628.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,19628.309015,3600.000000,23228.309015,0.309015,3600.309015,1.000086,0,-1.000000,""
1004,w0,delay134,19679.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,20014.572015,134.000000,20148.572015,335.572015,469.572015,3.504269,0,-1.000000,""
1005,w0,delay86400,19943.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,20784.931015,3600.000000,24384.931015,841.931015,4441.931015,1.233870,0,-1.000000,""
1006,w0,delay239,20935.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,29314.518015,239.000000,29553.518015,8379.518015,8618.518015,36.060745,0,-1.000000,""
1007,w0,delay228,21184.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,30398.930015,228.000000,30626.930015,9214.930015,9442.930015,41.416360,0,-1.000000,""
1008,w0,delay282,21521.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,24385.034015,282.000000,24667.034015,2864.034015,3146.034015,11.156149,0,-1.000000,""
1009,w0,delay221,22247.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,29553.591015,221.000000,29774.591015,7306.591015,7527.591015,34.061498,0,-1.000000,""
1010,w0,delay222,22832.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,29092.440015,222.000000,29314.440015,6260.440015,6482.440015,29.200180,0,-1.000000,""
1011,w0,delay216,23575.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,24667.125015,216.000000,24883.125015,1092.125015,1308.125015,6.056134,0,-1.000000,""
1012,w0,delay583,23808.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,29815.837015,583.000000,30398.837015,6007.837015,6590.837015,11.305038,0,-1.000000,""
1013,w0,delay328,24356.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,28764.366015,328.000000,29092.366015,4408.366015,4736.366015,14.440140,0,-1.000000,""
1014,w0,delay281,24745.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,24883.211015,281.000000,25164.211015,138.211015,419.211015,1.491854,0,-1.000000,""
1015,w0,delay31980,25007.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,25164.286015,3600.000000,28764.286015,157.286015,3757.286015,1.043691,0,-1.000000,""
1016,w0,delay83,27774.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,27779.529015,83.000000,27862.529015,5.529015,88.529015,1.066615,0,-1.000000,""
1017,w0,delay42716,27979.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,27980.572015,3600.000000,31580.572015,1.572015,3601.572015,1.000437,0,-1.000000,""
1018,w0,delay87,28134.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,28134.883015,87.000000,28221.883015,0.883015,87.883015,1.010150,0,-1.000000,""
1019,w0,delay93,28760.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,28760.882015,93.000000,28853.882015,0.882015,93.882015,1.009484,0,-1.000000,""
1020,w0,delay24387,28954.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,28954.869015,3600.000000,32554.869015,0.869015,3600.869015,1.000241,0,-1.000000,""
982,w0,delay61596,0.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,0.857015,3600.000000,3600.857015,0.857015,3600.857015,1.000238,0,-1.000000,""
983,w0,delay51693,725.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,3600.888015,3600.000000,7200.888015,2875.888015,6475.888015,1.798858,0,-1.000000,""
984,w0,delay53121,730.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,14518.116015,3600.000000,18118.116015,13788.116015,17388.116015,4.830032,0,-1.000000,""
985,w0,delay24250,849.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,7200.954015,3600.000000,10800.954015,6351.954015,9951.954015,2.764432,0,-1.000000,""
986,w0,delay21685,894.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,7201.019015,3600.000000,10801.019015,6307.019015,9907.019015,2.751950,0,-1.000000,""
987,w0,delay489,6188.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,7200.932015,489.000000,7689.932015,1012.932015,1501.932015,3.071436,0,-1.000000,""
988,w0,delay500,6629.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,7201.045015,500.000000,7701.045015,572.045015,1072.045015,2.144090,0,-1.000000,""
989,w0,delay162814,9256.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,10801.045015,3600.000000,14401.045015,1545.045015,5145.045015,1.429179,0,-1.000000,""
990,w0,delay117,11326.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,14401.082015,117.000000,14518.082015,3075.082015,3192.082015,27.282752,0,-1.000000,""
991,w0,delay124,15937.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18118.164015,124.000000,18242.164015,2181.164015,2305.164015,18.590032,0,-1.000000,""
992,w0,delay123,16314.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,19050.289015,123.000000,19173.289015,2736.289015,2859.289015,23.246252,0,-1.000000,""
993,w0,delay124,16597.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,20660.837015,124.000000,20784.837015,4063.837015,4187.837015,33.772879,0,-1.000000,""
994,w0,delay115,16767.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,20336.683015,115.000000,20451.683015,3569.683015,3684.683015,32.040722,0,-1.000000,""
995,w0,delay124,16885.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18242.203015,124.000000,18366.203015,1357.203015,1481.203015,11.945186,0,-1.000000,""
996,w0,delay115,17059.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,19173.400015,115.000000,19288.400015,2114.400015,2229.400015,19.386087,0,-1.000000,""
997,w0,delay726,17265.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,19288.489015,726.000000,20014.489015,2023.489015,2749.489015,3.787175,0,-1.000000,""
998,w0,delay41,18107.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,29774.669015,41.000000,29815.669015,11667.669015,11708.669015,285.577293,0,-1.000000,""
999,w0,delay684,18136.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18366.252015,684.000000,19050.252015,230.252015,914.252015,1.336626,0,-1.000000,""
