job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
1000,w0,delay188,19266.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,30219.099015,188.000000,30407.099015,10953.099015,11141.099015,59.261165,0,-1.000000,""
1001,w0,delay209,19441.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,30009.993015,209.000000,30218.993015,10568.993015,10777.993015,51.569345,0,-1.000000,""
1002,w0,delay92914,19536.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,19537.609015,3600.000000,23137.609015,1.609015,3601.609015,1.000447,0,-1.000000,""
1003,w0,delay90778,19628.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,19628.206015,3600.000000,23228.206015,0.206015,3600.206015,1.000057,0,-1.000000,""
1004,w0,delay134,19679.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,29875.914015,134.000000,30009.914015,10196.914015,10330.914015,77.096373,0,-1.000000,""
1005,w0,delay86400,19943.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,20295.342015,3600.000000,23895.342015,352.342015,3952.342015,1.097873,0,-1.000000,""
1006,w0,delay239,20935.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,24806.571015,239.000000,25045.571015,3871.571015,4110.571015,17.199042,0,-1.000000,""
1007,w0,delay228,21184.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,29431.507015,228.000000,29659.507015,8247.507015,8475.507015,37.173276,0,-1.000000,""
1008,w0,delay282,21521.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,29149.184015,282.000000,29431.184015,7628.184015,7910.184015,28.050298,0,-1.000000,""
1009,w0,delay221,22247.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,30407.206015,221.000000,30628.206015,8160.206015,8381.206015,37.924009,0,-1.000000,""
1010,w0,delay222,22832.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,28645.744015,222.000000,28867.744015,5813.744015,6035.744015,27.188036,0,-1.000000,""
1011,w0,delay216,23575.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,29659.582015,216.000000,29875.582015,6084.582015,6300.582015,29.169361,0,-1.000000,""
1012,w0,delay583,23808.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,23895.436015,583.000000,24478.436015,87.436015,670.436015,1.149976,0,-1.000000,""
1013,w0,delay328,24356.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,24478.477015,328.000000,24806.477015,122.477015,450.477015,1.373406,0,-1.000000,""
1014,w0,delay281,24745.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,28868.092015,281.000000,29149.092015,4123.092015,4404.092015,15.672925,0,-1.000000,""
1015,w0,delay31980,25007.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,25045.663015,3600.000000,28645.663015,38.663015,3638.663015,1.010740,0,-1.000000,""
1016,w0,delay83,27774.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,27776.917015,83.000000,27859.917015,2.917015,85.917015,1.035145,0,-1.000000,""
1017,w0,delay42716,27979.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,27984.517015,3600.000000,31584.517015,5.517015,3605.517015,1.001533,0,-1.000000,""
1018,w0,delay87,28134.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,28144.721015,87.000000,28231.721015,10.721015,97.721015,1.123230,0,-1.000000,""
1019,w0,delay93,28760.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,28867.849015,93.000000,28960.849015,107.849015,200.849015,2.159667,0,-1.000000,""
1020,w0,delay24387,28954.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,28959.486015,3600.000000,32559.486015,5.486015,3605.486015,1.001524,0,-1.000000,""
982,w0,delay61596,0.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,1.048015,3600.000000,3601.048015,1.048015,3601.048015,1.000291,0,-1.000000,""
983,w0,delay51693,725.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,14401.441015,3600.000000,18001.441015,13676.441015,17276.441015,4.799011,0,-1.000000,""
984,w0,delay53121,730.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,7201.314015,3600.000000,10801.314015,6471.314015,10071.314015,2.797587,0,-1.000000,""
985,w0,delay24250,849.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,3601.267015,3600.000000,7201.267015,2752.267015,6352.267015,1.764519,0,-1.000000,""
986,w0,delay21685,894.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,3601.208030,3600.000000,7201.208030,2707.208030,6307.208030,1.752002,0,-1.000000,""
987,w0,delay489,6188.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,6188.098015,489.000000,6677.098015,0.098015,489.098015,1.000200,0,-1.000000,""
988,w0,delay500,6629.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,6629.119015,500.000000,7129.119015,0.119015,500.119015,1.000238,0,-1.000000,""
989,w0,delay162814,9256.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,10801.360015,3600.000000,14401.360015,1545.360015,5145.360015,1.429267,0,-1.000000,""
990,w0,delay117,11326.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18644.052015,117.000000,18761.052015,7318.052015,7435.052015,63.547453,0,-1.000000,""
991,w0,delay124,15937.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18240.739015,124.000000,18364.739015,2303.739015,2427.739015,19.578540,0,-1.000000,""
992,w0,delay123,16314.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18521.019015,123.000000,18644.019015,2207.019015,2330.019015,18.943244,0,-1.000000,""
993,w0,delay124,16597.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18116.645015,124.000000,18240.645015,1519.645015,1643.645015,13.255202,0,-1.000000,""
994,w0,delay115,16767.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18001.605015,115.000000,18116.605015,1234.605015,1349.605015,11.735696,0,-1.000000,""
995,w0,delay124,16885.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18761.101015,124.000000,18885.101015,1876.101015,2000.101015,16.129847,0,-1.000000,""
996,w0,delay115,17059.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18405.976015,115.000000,18520.976015,1346.976015,1461.976015,12.712835,0,-1.000000,""
997,w0,delay726,17265.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18885.150015,726.000000,19611.150015,1620.150015,2346.150015,3.231612,0,-1.000000,""
998,w0,delay41,18107.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,18364.899030,41.000000,18405.899030,257.899030,298.899030,7.290220,0,-1.000000,""
999,w0,delay684,18136.000000,1,-1.000000,1,COMPLETED_SUCCESSFULLY,19611.228015,684.000000,20295.228015,1475.228015,2159.228015,3.156766,0,-1.000000,""
